Number,FirstName,LastName,Status,Height,InjuryStatus
,Khaleke,Hudson,Inactive,6'0",
,Stantley,Thomas-Oliver,Inactive,6'0",
,Mike,Williams,Inactive,6'4",
,Abraham,Beauplan,Inactive,6'2",
,Gavin,Holmes,Inactive,5'11",
,Luke,Deal,Inactive,6'5",
,Reggie,Brown,Inactive,6'3",
,Jonathan,Kim,Inactive,6'0",
,Jordan,Murray,Inactive,6'4",
,John,Jackson,Inactive,6'0",
,Tarvarius,Moore,Inactive,6'1",
,Mike,Strachan,Inactive,6'0",
,Tim,Boyle,Inactive,6'4",
,David,Gbenda,Inactive,6'0",
,Sam,Brown Jr.,Inactive,6'2",
,Josh,Minkins,Inactive,6'2",
,Bryce,Ganious,Inactive,6'0",
,Christian,Johnstone,Inactive,6'3",
,Marcus,Major Jr.,Inactive,6'0",
,Dakoda,Shepley,Inactive,6'5",
,Anthony,Torres,Inactive,6'6",
,Jordan,Petaia,Inactive,6'3",
,Ryan,Coe,Inactive,6'2",
,DJ,Thomas-Jones,Inactive,6'2",
,Mason,Narcisse,Inactive,6'2",
,Cameron,McCutcheon,Inactive,6'1",
,Chris,Tyree,Inactive,5'10",
,Levi,Wallace,Inactive,6'0",
,Breiden,Fehoko,Inactive,6'3",
,Devin,Harper,Inactive,6'0",
,Roc,Taylor,Inactive,6'1",
,Giles,Jackson,Inactive,5'9",
,DJ,Chark,Inactive,6'3",
,Bruce,Harmon,Inactive,5'11",
43,Major,Burns,Active,6'2",
,Brent,Matiscik,Inactive,6'1",
,Toa,Taua,Inactive,5'9",
,Gregory,Junior,Inactive,6'0",
,Donovan,Peoples-Jones,Inactive,6'2",
,JB,Brown,Inactive,6'2",
,Jalen,White,Inactive,6'0",
,AJ,Gillie,Inactive,6'2",
,Isaiah,Hamilton,Inactive,6'1",
,Isaiah,Dunn,Inactive,6'0",
,Ozzie,Hutchinson,Inactive,6'5",
,Sam,Pitz,Inactive,6'6",
,Evan,Slocum,Inactive,5'11",
,John,Hoyland,Inactive,5'10",
,Diwun,Black,Inactive,6'4",
,Sone,Ntoh,Inactive,5'11",
,Kole,Taylor,Inactive,6'7",
,Tashawn,Manning,Inactive,6'4",
,Zack,Moss,Inactive,5'10",
,Raequan,Williams,Inactive,6'4",
,Kevin,King,Inactive,6'3",
,Benny,Sapp III,Inactive,5'11",
,Makai,Polk,Inactive,6'3",
,Amare,Barno,Inactive,6'6",
,Troy,Hairston,Inactive,5'11",
,Brady,Latham,Inactive,6'5",
,Josey,Jewell,Inactive,6'1",
,Jordan,Hicks,Inactive,6'1",
,Elerson G.,Smith,Inactive,6'7",
,Ethan,Garbers,Inactive,6'2",
,Winston,Wright,Inactive,5'10",
,Tuasivi,Nomura,Inactive,6'1",
,Justin,Osborne,Inactive,6'4",
,Fentrell,Cypress II,Inactive,6'0",
,Wilfried,Pene,Inactive,6'2",
,Demeer,Blankumsee,Inactive,5'10",
,Tyler,Davis,Inactive,6'4",
,Nate,Herbig,Inactive,6'4",
,Wes,Schweitzer,Inactive,6'4",
,Ronald,Darby,Inactive,5'11",
,Bubba,Bolden,Inactive,6'3",
,Matt,Harmon,Inactive,6'6",
,Luiji,Vilain,Inactive,6'4",
,Kelvin,Harmon,Inactive,6'2",
,Dennis,Daley,Inactive,6'6",
,Cordarrelle,Patterson,Inactive,6'2",
,J.J.,Jones,Inactive,6'3",
,Louis,Rees-Zammit,Inactive,6'2",
,David,White Jr.,Inactive,6'2",
,Blake,Mangelson,Inactive,6'5",
,Montana,Lemonious-Craig,Inactive,6'2",
,Kahzir,Brown,Inactive,6'1",
,Jadon,Janke,Inactive,6'3",
,Alex,Hale,Inactive,6'1",
,Julian,Fleming,Inactive,6'2",
,Zach,Evans,Inactive,5'11",
,Anders,Carlson,Inactive,6'5",
,Jonathan,Baldwin,Inactive,6'4",
,Tyrann,Mathieu,Inactive,5'9",
,Josh,Ball,Inactive,6'8",
,Dallin,Holker,Inactive,6'3",
39,Matthew,Hayball,Active,6'0",
,Tra,Fluellen,Inactive,6'2",
,Johnny,Johnson III,Inactive,6'1",
,Lorenzo,Carter,Inactive,6'5",
,Garret,Greenfield,Inactive,6'6",
,Ramel,Keyton,Inactive,6'2",
,D.J.,Williams,Inactive,6'0",
,Silas,Dzansi,Inactive,6'5",
,Jake,Julien,Inactive,6'2",
,Jarveon,Howard,Inactive,5'10",
,Michael,Pratt,Inactive,6'2",
,Justin,Hollins,Inactive,6'5",
,Caden,Davis,Inactive,6'1",
,Demeco,Roland,Inactive,6'3",
,Kevin,Pointer,Inactive,6'1",
,DK,Kaufman,Inactive,5'8",
,Thor,Griffith,Inactive,6'2",
,Jailin,Walker,Inactive,6'0",
,Pat,Conroy,Inactive,6'2",
,Christian,Wilkins,Inactive,6'4",
,John,Ross,Inactive,5'11",
,Zakhari,Franklin,Inactive,6'1",
,Jonathan,Sutherland,Inactive,5'11",
,Kyle,Philips,Inactive,5'11",
,Michael,Dowell,Inactive,6'1",
,DaShaun,White,Inactive,6'0",
,Nicholas,Petit-Frere,Inactive,6'5",
,Seth,Williams,Inactive,6'4",
,Kenneth,Almendares,Inactive,6'2",
,Kelly,Akharaiyi,Inactive,6'0",
,Eddie,Czaplicki,Inactive,6'1",
,Justyn,Ross,Inactive,6'4",
,Siaki,Ika,Inactive,6'3",
,Jake,Camarda,Inactive,6'1",
,Kameron,Cline,Inactive,6'4",
,Devin,Brandt-Epps,Inactive,6'3",
,Hayden,Harris,Inactive,6'5",
,Braylen,Nelson,Inactive,6'6",
,Tyrone,Lewis Jr.,Inactive,5'11",
,Gerquan,Scott,Inactive,6'3",
,Tedi,Kushi,Inactive,6'7",
,Monaray,Baldwin,Inactive,5'9",
,Tre',McKitty,Inactive,6'4",
,Keaton,Sutherland,Inactive,6'5",
,J.J.,Taylor,Inactive,5'6",
,Dicaprio,Bootle,Inactive,5'10",
,Andy,Isabella,Inactive,5'9",
,Thomas,Gordon,Inactive,5'10",
,Brett,Gabbert,Inactive,6'0",
,Eli,Mostaert,Inactive,6'3",
12,Tarik,Black,Active,6'3",
,Zechariah,McPhearson,Inactive,5'11",
,Ryan,Stonehouse,Inactive,5'10",
,Dez,Fitzpatrick,Inactive,6'2",
,Bradlee,Anae,Inactive,6'3",
,Nate,Sudfeld,Inactive,6'6",
,Equanimeous,St. Brown,Inactive,6'5",
,Demone,Harris,Inactive,6'4",
,Royce,Freeman,Inactive,6'0",
,Marcus,Williams,Inactive,6'0",
,Marcus,Maye,Inactive,5'11",
,Kyle,Peko,Inactive,6'1",
,Charley,Hughlett,Inactive,6'4",
,Parry,Nickerson,Inactive,5'10",
,Luke,Felix-Fualalo,Inactive,6'7",
,Hunter,Renfrow,Inactive,5'10",
,Clayton,Tune,Inactive,6'3",
,Richard,Gouraige,Inactive,6'5",
,Juan,Thornhill,Inactive,6'0",
,Jordan,Akins,Inactive,6'3",
,David,Sharpe,Inactive,6'6",
,Javon,Baker,Inactive,6'1",
,Ricky,Stromberg,Inactive,6'3",
,Ty,Summers,Inactive,6'1",
,Matthew,Wright,Inactive,5'11",
,Kristian,Wilkerson,Inactive,6'1",
,Matthew,Judon,Inactive,6'3",
,Shaq,Lawson,Inactive,6'3",
,Jakob,Johnson,Inactive,6'3",
,Marlon,Davidson,Inactive,6'3",
,Quintez,Cephus,Inactive,6'1",
39,Ameer,Speed,Active,6'3",
,Brandon,Hill,Inactive,5'11",
,Fabien,Lovett Sr.,Inactive,6'4",
,Jaylon,Thomas,Inactive,6'5",
,Power,Echols,Inactive,5'11",
,Delarrin,Turner-Yell,Inactive,5'11",
,Darrell,Taylor,Inactive,6'4",
,Ben,DiNucci,Inactive,6'2",
,Royce,Newman,Inactive,6'5",
,Ben,Niemann,Inactive,6'2",
14,Will,Grier,Active,6'1",
72,Hjalte,Froholdt,Active,6'5",
10,Josh,Sweat,Active,6'5",
76,Matt,Pryor,Active,6'7",
6,James,Conner,Active,6'1",
72,Taylor,Moton,Active,6'5",
3,Budda,Baker,Active,5'10",
83,David,Moore,Active,6'0",
34,Isaiah,Oliver,Active,6'0",
65,Elijah,Wilkinson,Active,6'6",
17,Kendrick,Bourne,Active,6'1",
73,Isaac,Seumalo,Active,6'4",
95,Andrew,Billings,Active,6'1",
7,Jacoby,Brissett,Active,6'4",
59,Casey,Kreiter,Active,6'1",
44,JJ,Jansen,Active,6'2",
6,Sam,Martin,Active,6'1",
91,Patrick,Jones II,Active,6'4",
51,Roy,Lopez,Active,6'2",
73,Stone,Forsythe,Active,6'8",
33,Robert,Rochell,Active,6'2",
5,Jaelan,Phillips,Active,6'5",
25,Zaven,Collins,Active,6'4",
7,Tre'von,Moehrig,Active,6'2",
8,Jaycee,Horn,Active,6'1",
82,Tommy,Tremble,Active,6'4",
80,Simi,Fehoko,Active,6'4",
97,Bobby,Brown III,Active,6'4",
5,Baron,Browning,Active,6'3",
98,Tershawn,Wharton,Active,6'1",Out
95,Derrick,Brown,Active,6'5",
12,Blake,Gillikin,Active,6'2",
88,Dan,Chisena,Active,6'3",
92,Jonah,Williams,Active,6'5",
9,Ihmir,Smith-Marsette,Active,6'1",
12,Kenny,Pickett,Active,6'3",
81,Feleipe,Franks,Active,6'6",
85,James,Mitchell,Active,6'4",
52,Trevis,Gipson,Active,6'4",
50,Robert,Hunt,Active,6'6",
78,Saahdiq,Charles,Active,6'4",
27,Isaiah,Simmons,Active,6'4",
68,Damien,Lewis,Active,6'2",
81,Devin,Duvernay,Active,5'11",
30,Chuba,Hubbard,Active,6'1",
28,AJ,Dillon,Active,6'0",
23,Sean,Murphy-Bunting,Active,6'0",
21,Nick,Scott,Active,5'11",
27,Andrew,Wingard,Active,6'0",
68,Oli,Udoh,Active,6'6",
91,L.J.,Collier,Active,6'2",
1,Mack,Wilson Sr.,Active,6'1",
2,Mike,Jackson,Active,6'1",
15,Gardner,Minshew II,Active,6'1",
32,Joey,Blount,Active,6'1",
93,LaBryan,Ray,Active,6'4",
65,Ja'Tyre,Carter,Active,6'3",
77,Luke,Fortner,Active,6'6",
55,Devin,Lloyd,Active,6'3",
13,John,Metchie III,Active,5'11",
80,Ainias,Smith,Active,5'9",
9,Bryce,Young,Active,5'10",
12,Kedon,Slovis,Active,6'2",
22,Tyler,Allgeier,Active,5'10",
85,Trey,McBride,Active,6'4",
47,Teagan,Quitoriano,Active,6'6",
90,Zach,Carter,Active,6'4",
29,Akayleb,Evans,Active,6'2",
79,Ikem,Ekwonu,Active,6'4",
63,Rasheed,Walker,Active,6'6",
13,Kei'Trel,Clark,Active,5'10",
14,Michael,Wilson,Active,6'2",
9,BJ,Ojulari,Active,6'2",
,Stephen,Dix Jr.,Inactive,6'1",
21,Garrett,Williams,Active,5'10",Out
70,Paris,Johnson Jr.,Active,6'6",
50,Jack,Gibbens,Active,6'4",
20,Bam,Knight,Active,5'11",
62,Chandler,Zavala,Active,6'3",
24,Starling,Thomas V,Active,5'10",
55,Dante,Stills,Active,6'4",
84,Elijah,Higgins,Active,6'3",
38,Chad,Ryland,Active,6'0",
79,PJ,Mustipher,Active,6'4",
86,Jalen,Brooks,Active,6'2",
71,Jon,Gaines II,Active,6'4",
48,Thomas,Incoom,Active,6'2",
33,Trey,Benson,Active,6'0",
87,Brycen,Tremayne,Active,6'4",
54,Eku,Leota,Active,6'4",
39,Nick,Hampton,Active,6'3",
44,Owen,Pappoe,Active,6'0",
67,Demontrey,Jacobs,Active,6'6",
53,Claudin,Cherelus,Active,6'2",
75,Christian,Jones,Active,6'5",
36,Demani,Richardson,Active,6'1",
28,Elijah,Jones,Active,6'1",
16,Max,Melton,Active,5'11",
74,Isaiah,Adams,Active,6'4",
18,Jalen,Coker,Active,6'3",
42,Dadrion,Taylor-Demerson,Active,5'10",
26,Chau,Smith-Wade,Active,5'11",
87,Tip,Reiman,Active,6'5",
89,Xavier,Weaver,Active,6'0",
19,Carson,Beck,Active,6'4",
17,Xavier,Legette,Active,6'3",
29,Denzel,Burke,Active,5'11",
0,Ja'Tavion,Sanders,Active,6'4",
32,Trevin,Wallace,Active,6'1",
25,Jonathon,Brooks,Active,6'0",
35,Kalen,King,Active,5'11",
18,Marvin,Harrison Jr.,Active,6'3",
84,Mitchell,Evans,Active,6'5",
23,Trevor,Etienne,Active,5'8",
56,Darius,Robinson,Active,6'5",
60,Nick,Samac,Active,6'4",
39,Jaden,Davis,Active,5'10",
83,Tejhaun,Palmer,Active,6'1",
20,Tyrek,Funderburk,Active,6'0",
45,Maema,Njongmeta,Active,6'0",
36,Kitan,Crawford,Active,5'11",
22,Lathan,Ransom,Active,6'0",
10,Ryan,Fitzgerald,Active,5'11",
54,Bam,Martin-Scott,Active,6'2",
99,Cam,Jackson,Active,6'6",
67,Joshua,Gray,Active,6'5",
58,Hayden,Conner,Active,6'6",
52,Jordan,Burch,Active,6'4",
94,Jared,Harrison-Hunte,Active,6'4",
37,Corey,Kiner,Active,5'9",
41,Elliott,Brown,Active,6'5",
15,Jimmy,Horn Jr.,Active,5'8",
97,Walter,Nolen III,Active,6'4",
3,Princely,Umanmielen,Active,6'4",
11,Nic,Scourton,Active,6'2",
0,Cody,Simon,Active,6'2",
2,Will,Johnson,Active,6'2",
4,Tetairoa,McMillan,Active,6'5",
31,Corey,Thornton,Active,6'1",
,Bryce,Pierre,Inactive,6'5",
34,Anthony,Tyus III,Active,6'1",
69,Valentin,Senn,Active,6'7",
35,Michael,Reid,Active,6'2",
53,Austin,Keys,Active,6'2",
45,Rivaldo,Fairweather,Active,6'3",
78,Josh,Fryar,Active,6'5",
39,Bryson,Green,Active,6'1",
19,Chris,Brazzell II,Active,6'4",
56,Jared,Bartlett,Active,6'2",
86,Ja'Seem,Reed,Active,6'2",
58,Mapalo,Mwansa,Active,6'2",
57,Chase,Bisontis,Active,6'6",
38,Zakee,Wheatley,Active,6'3",
57,Monroe,Freeling,Active,6'7",
4,Jeremiyah,Love,Active,6'0",
46,Jackson,Kuwatch,Active,6'4",
61,Aaron,Hall,Active,6'4",
64,Tywone,Malone Jr.,Active,6'4",
66,Jayden,Williams,Active,6'4",
43,Karson,Sharar,Active,6'1",
41,Jaylon,Guilbeau,Active,5'11",
75,Sam,Hecht,Active,6'4",
31,Wydett,Williams Jr.,Active,6'1",
16,Haynes,King,Active,6'2",
94,Kaleb,Proctor,Active,6'2",Out
96,Damonic,Williams,Active,6'1",
39,Kobe,Prentice,Active,5'11",
82,Reggie,Virgil,Active,6'3",
30,Harrison,Wallace III,Active,6'0",
92,Lee,Hunter,Active,6'3",
24,Will,Lee III,Active,6'1",
37,Miles,Davis,Active,5'11",
42,Cam,Miller,Active,6'0",
69,Parker,Petersen,Active,6'4",
76,Albert,Reese,Active,6'7",
46,Jameson,Geers,Active,6'5",
74,Isaia,Glass,Active,6'4",
47,Isaiah,Smith,Active,6'4",
35,Malick,Meiga,Active,6'4",
43,Devonta,Smith,Active,5'11",
26,Elijah,Culp,Active,5'11",
62,Ka'ena,De Cambra,Active,6'3",
49,Cameron,Robertson,Active,6'4",
40,Jackson,Acker,Active,6'1",
57,Cade,Denhoff,Active,6'5",
75,Bruno,Fina,Active,6'5",
54,Theron,Gaines,Active,6'1",
84,Ja'Mori,Maclin,Active,5'11",
76,De'Metrius,Weatherspoon,Active,6'7",
61,Kody,Huisman,Active,6'4",
41,Kani,Walker,Active,6'2",
,Gabriel,Benyard,Inactive,5'10",
36,Jordan,Dunbar,Active,6'0",
21,Davison,Igbinosun,Active,6'2",
92,Zane,Durant,Active,6'1",
52,Kaleb,Elarms-Orr,Active,6'2",
32,Toriano,Pride Jr.,Active,5'10",
60,Ar'maj,Reed-Adams,Active,6'5",
39,Tommy,Doman Jr.,Active,6'4",
99,TJ,Parker,Active,6'3",
,Desmond,Reid,Inactive,5'8",
13,Skyler,Bell,Active,5'11",
74,Jude,Bowry,Active,6'5",
29,Jalon,Kilgore,Active,6'1",
30,Wande,Owens,Active,5'11",
83,Keleki,Latu,Active,6'6",
89,Stephen,Gosnell,Active,6'1",
49,Keonta,Jenkins,Active,6'2",
98,T.J.,Sanders,Active,6'4",
31,Maxwell,Hairston,Active,5'11",
85,Jackson,Hawes,Active,6'4",
96,Deone,Walker,Active,6'7",
71,Tommy,Akingbesote,Active,6'4",
77,Chase,Lundt,Active,6'7",
37,Jordan,Hancock,Active,6'0",
,Dorian,Strong,Non Football Injury,6'1",Out
90,DeWayne,Carter,Active,6'2",
56,Javon,Solomon,Active,6'1",
68,Tylan,Grable,Active,6'5",
67,Travis,Clayton,Active,6'7",
35,Jimmy,Ciarlo,Active,6'2",
82,Mac,Dalena,Active,5'11",
44,Joe,Andreessen,Active,6'1",
33,Te'Cory,Couch,Active,5'10",
7,Ray,Davis,Active,5'8",
0,Keon,Coleman,Active,6'3",
24,Cole,Bishop,Active,6'2",
94,Landon,Jackson,Active,6'6",
20,Frank,Gore Jr.,Active,5'8",
93,Zion,Logue,Active,6'6",
45,Ben,VanSumeren,Active,6'2",
42,Dorian,Williams,Active,6'1",
59,Andre,Jones Jr.,Active,6'5",
14,Tyrell,Shavers,Active,6'4",Out
65,Nick,Broeker,Active,6'4",
86,Dalton,Kincaid,Active,6'3",
62,Sedrick,Van Pran-Granger,Active,6'4",
64,O'Cyrus,Torrence,Active,6'5",
70,Alec,Anderson,Active,6'5",
23,Dee,Alford,Active,5'11",
72,Phidarian,Mathis,Active,6'4",
4,James,Cook III,Active,5'11",
10,Khalil,Shakir,Active,6'0",
48,Shane,Zylstra,Active,6'4",
8,Terrel,Bernard,Active,6'1",
47,Christian,Benford,Active,6'1",
87,Jalen,Virgil,Active,6'1",
91,Ed,Oliver,Active,6'1",
66,Connor,McGovern,Active,6'6",
88,Dawson,Knox,Active,6'4",
26,Ty,Johnson,Active,5'10",
19,Mitch,Wishnowsky,Active,6'2",
50,Demetrius,Flannigan-Fowles,Active,6'2",
6,Shane,Buechele,Active,6'0",
53,Lloyd,Cushenberry,Active,6'4",
25,Geno,Stone,Active,5'11",
55,Michael,Hoecht,Active,6'4",
16,Tyler,Bass,Active,5'10",
51,Mike,Danna,Active,6'2",
3,Damar,Hamlin,Active,6'0",
28,Sam,Franklin Jr.,Active,6'3",
79,Spencer,Brown,Active,6'8",
5,Joshua,Palmer,Active,6'1",
15,Greg,Rousseau,Active,6'6",
69,Reid,Ferguson,Active,6'2",
17,Josh,Allen,Active,6'5",
9,Bradley,Chubb,Active,6'4",
63,Austin,Corbett,Active,6'4",
2,DJ,Moore,Active,6'0",
73,Dion,Dawkins,Active,6'5",
11,Kyle,Allen,Active,6'3",
81,Trent,Sherfield,Active,6'1",
22,C.J.,Gardner-Johnson,Active,5'11",
1,Mecole,Hardman Jr.,Active,5'10",
48,J.T.,Gray,Active,6'0",
68,Jordan,Mailata,Active,6'8",
80,Durham,Smythe,Active,6'4",
44,Marlon,Humphrey,Active,6'0",
3,Chidobe,Awuzie,Active,5'11",
91,Trey,Hendrickson,Active,6'4",
83,Johnny,Mundt,Active,6'4",
4,Jake,Elliott,Active,5'9",
0,Roquan,Smith,Active,6'1",
88,Dallas,Goedert,Active,6'5",
89,Mark,Andrews,Active,6'5",
8,Lamar,Jackson,Active,6'2",
26,Saquon,Barkley,Active,6'0",
32,Jonathan,Jones,Active,5'10",
22,Derrick,Henry,Active,6'2",
79,Ronnie,Stanley,Active,6'6",
65,Lane,Johnson,Active,6'6",
93,Calais,Campbell,Active,6'8",
94,John,Jenkins,Active,6'3",
14,Andy,Dalton,Active,6'2",
7,Rashod,Bateman,Active,6'1",
35,Michael,Carter II,Active,5'10",
69,Landon,Dickerson,Active,6'6",
38,Ambry,Thomas,Active,6'0",
,Joe,Tryon-Shoyinka,Inactive,6'5",
77,Ta'Quon,Graham,Active,6'4",
10,Braden,Mann,Active,5'11",
38,Elijah,Mitchell,Active,5'10",
19,Elijah,Moore,Active,5'10",
21,Jaylinn,Hawkins,Active,6'1",
26,K'Von,Wallace,Active,5'11",
53,Zack,Baun,Active,6'3",
96,Broderick,Washington Jr.,Active,6'2",
92,Nnamdi,Madubuike,Active,6'3",
52,Jonathan,Greenard,Active,6'3",
86,Quez,Watkins,Active,6'0",
63,Danny,Pinter,Active,6'4",
74,John,Simpson,Active,6'4",
1,Jalen,Hurts,Active,6'1",
5,Tyler,Huntley,Active,6'1",
6,DeVonta,Smith,Active,6'0",
46,Nick,Moore,Active,6'2",
29,Marcus,Epps,Active,6'0",
0,Hollywood,Brown,Active,5'9",
25,Amani,Oruwariye,Active,6'2",
74,Fred,Johnson,Active,6'7",
43,Justice,Hill,Active,5'10",
85,Stone,Smartt,Active,6'4",
46,Samori,Toure,Active,6'1",
11,Skylar,Thompson,Active,6'2",
81,Grant,Calcaterra,Active,6'4",
90,Jordan,Davis,Active,6'6",
59,Chance,Campbell,Active,6'2",
98,Travis,Jones,Active,6'4",
82,Danny,Gray,Active,6'0",
41,Tariq,Castro-Fields,Active,6'1",
4,Zay,Flowers,Active,5'9",
86,Cornelius,Johnson,Active,6'3",
39,Dameon,Pierce,Active,5'10",
13,Dontayvion,Wicks,Active,6'1",
8,Tank,Bigsby,Active,5'11",
3,Nolan,Smith Jr.,Active,6'2",
14,Kyle,Hamilton,Active,6'4",
18,Britain,Covey,Active,5'8",
2,Riq,Woolen,Active,6'4",
17,Arnold,Ebiketie,Active,6'3",
51,Cam,Jurgens,Active,6'3",
56,Tyler,Steen,Active,6'6",
7,Kelee,Ringo,Active,6'2",
32,Trenton,Simpson,Active,6'2",
98,Jalen,Carter,Active,6'3",
16,Tanner,McKee,Active,6'6",
36,Cameron,Latu,Active,6'5",
97,Moro,Ojomo,Active,6'3",
67,John,Ojukwu,Active,6'5",
43,Jose,Ramirez,Active,6'2",
72,Andrew,Vorhees,Active,6'6",
95,Tavius,Robinson,Active,6'6",
23,Jakorian,Bennett,Active,5'10",
94,Byron,Young,Active,6'3",
54,Jovaughn,Gwyn,Active,6'2",
89,Johnny,Wilson,Active,6'6",
84,E.J.,Jenkins,Active,6'6",
97,C.J.,Okoye,Active,6'6",
58,Jalyx,Hunt,Active,6'3",
50,Adisa,Isaac,Active,6'4",
31,Andre',Sam,Active,5'10",
28,Will,Shipley,Active,5'11",
27,T.J.,Tampa,Active,6'1",
27,Quinyon,Mitchell,Active,6'0",
26,Rasheen,Ali,Active,5'11",
34,Carson,Steele,Active,6'0",
70,Roger,Rosengarten,Active,6'5",
54,Jeremiah,Trotter Jr.,Active,6'0",
2,Nate,Wiggins,Active,6'1",
33,Cooper,DeJean,Active,6'0",
81,Devontez,Walker,Active,6'1",
13,Elijah,Sarratt,Active,6'2",
65,David,Olajiga,Active,6'3",
67,Corey,Bullock,Active,6'3",
18,Dayton,Wade,Active,5'9",
48,Carl,Jones,Active,6'2",
80,Darius,Cooper,Active,5'11",
96,Gabe,Hall,Active,6'6",
42,Smael,Mondon Jr.,Active,6'2",
40,Teddye,Buchanan,Active,6'2",Out
22,Mac,McWilliams,Active,5'10",
33,Tyler,Loop,Active,5'11",
10,LaJohntay,Wester,Active,5'9",
90,Aeneas,Peebles,Active,6'0",
31,Bilhal,Kone,Active,6'1",
56,Kaimon,Rucker,Active,6'2",
37,Robert,Longerbeam,Active,5'11",
63,Hollin,Pierce,Active,6'8",
95,Ty,Robinson,Active,6'5",
75,Jake,Majors,Active,6'3",
78,Myles,Hinton,Active,6'6",
30,Jihaad,Campbell,Active,6'3",
73,Cameron,Williams,Active,6'5",
24,Malaki,Starks,Active,6'1",
15,Mike,Green,Active,6'3",
66,Drew,Kendall,Active,6'4",
51,Emery,Jones Jr.,Active,6'5",
76,Carson,Vinson,Active,6'7",
24,Andrew,Mukuba,Active,5'11",
49,Jay,Higgins IV,Active,6'0",
68,Jared,Penning,Active,6'5",
78,Gerad,Lichtenhan,Active,6'8",
16,Xavier,Guillory,Active,6'2",
,Brandon,Johnson,Inactive,5'10",
39,Keondre,Jackson,Active,6'2",
,Chandler,Martin,Inactive,6'0",
61,Willie,Lampkin,Active,5'11",
28,Marquise,Robinson,Active,6'0",
38,Keyon,Martin,Active,5'9",
23,Adam,Randall,Active,6'3",
47,Lucas,Scott,Active,6'3",
30,Ryan,Eckley,Active,6'0",
47,Deontae,Lawson,Active,6'3",
9,Zion,Young,Active,6'5",
29,Chandler,Rivers,Active,5'9",
17,Diego,Pavia,Active,5'10",
82,Cortez,Braham Jr.,Active,6'2",
45,Dae'Quan,Wright,Active,6'4",
36,Dontae,McMillan,Active,5'10",
71,Olaivavega,Ioane,Active,6'4",
87,Eli,Stowers,Active,6'3",
6,Ja'Kobi,Lane,Active,6'4",
9,Makai,Lemon,Active,5'11",
61,Diego,Pounds,Active,6'6",
76,Micah,Morris,Active,6'5",
53,Nick,Dawkins,Active,6'4",
31,Luke,Elzinga,Active,6'4",
21,Cole,Wisniewski,Active,6'3",
34,Kapena,Gushiken,Active,5'9",
45,Ethan,Burke,Active,6'6",
50,Keyshawn,James-Newby,Active,6'1",
93,Uar,Bernard,Active,6'4",
72,Markel,Bell,Active,6'9",
60,Evan,Beerntsen,Active,6'3",
85,Josh,Cuevas,Active,6'3",
12,Joe,Fagnano,Active,6'3",
64,Jaeden,Roberts,Active,6'5",
99,Rayshaun,Benny,Active,6'3",
88,Matt,Hibner,Active,6'4",
10,Cole,Payton,Active,6'2",
79,Zion,Wilson,Active,6'3",
36,Maximus,Pulley,Active,5'11",
34,Elijah,Tau-Tolliver,Active,6'0",
,Isiah,King,Inactive,6'3",
46,Joshua,Weru,Active,6'4",
,Tucker,Large,Non Football Injury,5'11",Out
37,Rocco,Underwood,Active,6'3",
36,Silas,Walters,Active,5'11",
34,Lardarius,Webb Jr.,Active,5'9",
57,Reid,Williford,Active,6'1",
58,Dion,Wilson Jr.,Active,6'4",
42,Dominic,DeLuca,Active,6'1",
59,Aaron,Graves,Active,6'5",
35,Matthew,McDoom,Active,5'9",
84,Ty,Pezza,Active,6'3",
41,Jahquez,Robinson,Active,6'2",
87,Octavian,Smith Jr.,Active,5'11",
13,Kyron,Drones,Active,6'2",
40,TJ,Quinn,Active,6'0",
35,Jaden,Nixon,Active,5'10",
39,Murvin,Kenion III,Active,5'11",
34,Laith,Marjan,Active,6'2",
40,Devan,Boykin,Active,5'10",
,Daylan,Carnell,Inactive,6'2",
92,Kevin,Jobity Jr.,Active,6'4",
74,Dylan,Barrett,Active,6'5",
61,Greg,Crippen,Active,6'4",
42,Tamon,Lynum,Active,6'2",
46,Marlon,Jones,Active,6'0",
81,Lake,McRee,Active,6'4",
29,Eli,Heidenreich,Active,6'0",
10,Kaden,Wetjen,Active,5'9",
55,Chris,McClellan,Active,6'3",
87,J. Michael,Sturdivant,Active,6'3",
48,RJ,Maryland,Active,6'3",
37,Riley,Nowakowski,Active,6'2",
51,Dani,Dennis-Sutton,Active,6'5",
52,Jager,Burton,Active,6'4",
47,Nyjalik,Kelly,Active,6'5",
16,Drew,Allar,Active,6'5",
96,Gabriel,Rubio,Active,6'5",
28,Robert,Spears-Jennings,Active,6'1",
76,Josh,Gesky,Active,6'5",
28,Trey,Smack,Active,6'1",
68,Dillon,Wade,Active,6'3",
20,Domani,Jackson,Active,6'0",
17,Germie,Bernard,Active,6'1",
73,Gennings,Dunker,Active,6'5",
2,Brandon,Cisse,Active,6'0",
71,Max,Iheanachor,Active,6'6",
23,Daylen,Everette,Active,6'1",
84,Max,Hurleman,Active,5'11",
60,Anthony,Campbell,Active,6'6",
,Aiden,Williams,Inactive,6'5",
34,Donte,Kent,Active,5'10",
48,Jack,Henderson,Active,6'2",
72,Brant,Banks,Active,6'7",
45,JJ,Galbreath,Active,6'4",
19,Doneiko,Slaughter,Active,6'0",
69,Dante,Barnett,Active,6'1",
78,Dalton,Cooper,Active,6'6",
37,Johnathan,Baldwin,Active,6'0",
80,Isaiah,Neyor,Active,6'4",
