Number,FantasyPosition,PlayerSeasonID,AuctionValue,AuctionValuePPR
14,WR,991304758,,
20,DB,991335056,,
20,DB,991304759,,
67,OL,991335057,,
67,OL,991304760,,
1,DB,991336184,,
31,RB,991335058,,
31,RB,991304761,,
79,OL,991335059,,
79,OL,991304762,,
80,TE,991304763,,
98,DL,991304764,,
98,DL,991335061,,
33,DB,991304765,,
85,TE,991304766,,
85,TE,991335062,,
25,DB,991335063,,
25,DB,991304767,,
50,LB,991304768,,
50,LB,991335064,,
66,OL,991351320,,
66,OL,991304769,,
62,OL,991304770,,
73,OL,991304771,,
5,QB,991335065,,
5,QB,991304772,,
1,WR,991304773,,
2,WR,991335066,,
40,DB,991304774,,
40,DB,991335067,,
43,DB,991335863,,
32,DB,991304775,,
32,DB,991335068,,
29,DB,991304776,,
95,DL,991304777,,
95,DL,991335069,,
55,DL,991304778,,
29,DB,991335070,,
10,K,991336087,,
47,LB,991304779,,
58,LB,991304780,,
58,LB,991335071,,
96,DL,991319029,,
74,DL,991304781,,
74,DL,991366421,,
9,WR,991304782,,
10,WR,991304783,,
15,QB,991335073,,
15,QB,991304784,,
97,DL,991304785,,
97,DL,991335074,,
91,DL,991335075,,
91,DL,991304786,,
12,QB,991304787,,
6,WR,991335076,,
6,WR,991304788,,
60,OL,991335077,,
60,OL,991304789,,
57,LB,991389535,,
57,LB,991304790,,
71,OL,991335078,,
71,OL,991304791,,
3,K,991335079,,
3,K,991304792,,
71,OL,991319030,,
68,OL,991335080,,
68,OL,991304793,,
39,DB,991304794,,
84,TE,991335081,,
84,TE,991304795,,
3,WR,991304796,,
9,WR,991393858,,
21,RB,991304797,,
21,RB,991335082,,
37,RB,991335083,,
37,RB,991304798,,
4,QB,991406537,,
30,DB,991304799,,
27,DB,991304800,,
75,OL,991335084,,
75,OL,991304801,,
93,DL,991304802,,
93,DL,991371851,,
42,RB,991319031,,
36,DB,991319032,,
65,OL,991304803,,
43,WR,991304804,,
41,RB,991319033,,
53,LB,991304805,,
78,DL,991304806,,
8,WR,991304807,,
64,OL,991304808,,
61,DL,991304809,,
48,K,991304810,,
4,WR,991304811,,
45,TE,991304812,,
41,DB,991304813,,
41,DB,991354886,,
35,DB,991335085,,
35,DB,991304814,,
,DB,991304815,,
36,DB,991339183,,
43,DB,991304816,,
47,LB,991326743,,
49,LB,991326744,,
91,DL,991311515,,
91,DL,991409543,,
91,DL,991337566,,
90,DL,991311516,,
90,DL,991409544,,
90,DL,991337567,,
29,DB,991337568,,
29,DB,991409545,,
29,DB,991311517,,
69,DL,991311518,,
99,DL,991409546,,
99,DL,991337569,,
98,DL,991337570,,
58,DL,991311519,,
98,DL,991409547,,
2,DB,991311520,,
2,DB,991337571,,
86,TE,991311521,,
86,TE,991409548,,
86,TE,991337572,,
17,WR,991337573,,
17,WR,991409549,,
14,QB,991409550,,
14,QB,991311522,,
14,QB,991337574,,
23,LB,991409551,,
23,LB,991311523,,
23,LB,991337575,,
9,P,991409552,,
9,P,991311524,,
9,P,991337576,,
47,LB,991337577,,
57,LB,991311525,,
47,LB,991409553,,
93,DL,991409554,,
93,DL,991376606,,
18,QB,991311526,,
41,DL,991311527,,
41,DL,991409555,,
41,DL,991337578,,
55,OL,991337579,,
55,OL,991409556,,
55,OL,991311528,,
74,OL,991311529,,
3,WR,991409557,,
3,WR,991335898,,
68,DL,991315510,,
4,DB,991336123,,
6,DB,991311530,,
65,OL,991337582,,
65,OL,991409558,,
65,OL,991311531,,
83,WR,991311532,,
42,DB,991311533,,
42,DB,991409559,,
42,DB,991337583,,
1,RB,991337584,,
1,RB,991409560,,
1,RB,991311534,,
20,RB,991409561,,
20,RB,991354870,,
52,DL,991311535,,
52,DL,991409562,,
52,DL,991337585,,
20,DB,991311536,,
78,OL,991311537,,
76,OL,991311538,,
76,OL,991409563,,
76,OL,991337586,,
46,LS,991337587,,
46,LS,991409564,,
46,LS,991311539,,
16,QB,991337588,,
16,QB,991409565,,
16,QB,991311540,,
84,TE,991337589,,
84,TE,991409566,,
84,TE,991311541,,
45,TE,991311542,,
80,TE,991409567,,
80,TE,991343067,,
5,WR,991409568,,
5,WR,991311543,,
5,WR,991337590,,
3,DB,991311544,,
70,OL,991337592,,
70,OL,991311545,,
70,OL,991409569,,
32,DB,991409570,,
32,DB,991359447,,
73,OL,991337593,,
73,OL,991409571,,
73,OL,991311546,,
6,DB,991335856,,
6,DB,991409572,,
13,WR,991340644,,
13,WR,991409573,,
72,OL,991409574,,
72,OL,991311547,,
72,OL,991337594,,
34,DB,991311548,,
81,WR,991311549,,
81,WR,991351321,,
4,RB,991311550,,
44,DL,991337596,,
44,DL,991409575,,
44,DL,991311551,,
34,RB,991327811,,
0,LB,991337597,,
0,LB,991311552,,
0,LB,991409576,,
48,LB,991311553,,
30,DB,991337598,,
30,DB,991409577,,
30,DB,991311555,,
26,DB,991409578,,
26,DB,991311556,,
26,DB,991337599,,
11,WR,991337600,,
11,WR,991409579,,
11,WR,991311557,,
77,OL,991409580,,
77,OL,991311558,,
77,OL,991337601,,
85,TE,991311559,,
85,TE,991409581,,
85,TE,991337602,,
51,LB,991337603,,
51,LB,991409582,,
51,LB,991311560,,
93,DL,991311561,,
56,LB,991337604,,
56,LB,991409583,,
56,LB,991311562,,
21,DB,991311563,,
21,DB,991409584,,
21,DB,991337605,,
20,DB,991347740,,
66,OL,991337606,,
66,OL,991311564,,
79,OL,991402682,,
79,OL,991327812,,
7,WR,991311565,,
7,WR,991409585,,
7,WR,991337607,,
94,DL,991321368,,
94,DL,991409586,,
94,DL,991337608,,
39,K,991337609,,
39,K,991409587,,
39,K,991311566,,
24,DB,991311567,,
22,DB,991337610,,
22,DB,991409588,,
22,DB,991311568,,
98,DL,991311569,,
59,DL,991311570,,
62,OL,991311571,,
80,WR,991311572,,
31,DB,991321369,,
49,TE,991311573,,
33,RB,991409589,,
33,RB,991311574,,
33,RB,991337611,,
38,RB,991311575,,
36,RB,991409590,,
36,RB,991311576,,
36,RB,991337612,,
64,OL,991311577,,
64,OL,991409591,,
64,OL,991337613,,
12,WR,991311578,,
12,WR,991337614,,
19,QB,991311579,,
54,LB,991337615,,
54,LB,991311580,,
27,DB,991311581,,
37,DB,991311582,,
53,LB,991311583,,
25,DB,991337616,,
25,DB,991409592,,
25,DB,991311584,,
96,DL,991311585,,
60,OL,991409593,,
60,OL,991311586,,
60,OL,991337617,,
97,DL,991311587,,
17,WR,991311588,,
92,DL,991311589,,
92,DL,991409594,,
92,DL,991337618,,
15,WR,991311590,,
99,DL,991311591,,
50,LB,991311592,,
50,LB,991409595,,
50,LB,991361395,,
43,TE,991311593,,
95,DL,991311594,,
95,DL,991409596,,
95,DL,991337619,,
88,TE,991405447,,
47,TE,991311595,,
67,DL,991311596,,
10,WR,991311597,,
32,DB,991311598,,
24,DB,991381752,,
35,DB,991311599,,
40,DB,991311600,,
61,OL,991311601,,
88,WR,991311602,,
13,WR,991311603,,
87,TE,991312958,,
87,TE,991333736,,
41,LS,991312959,,
41,LS,991333737,,
69,DL,991312960,,
69,DL,991335780,,
26,DB,991312961,,
95,DL,991312962,,
95,DL,991333738,,
9,WR,991333739,,
9,WR,991312963,,
15,QB,991312964,,
15,QB,991333740,,
29,RB,991312965,,
29,RB,991333741,,
7,K,991312966,,
7,K,991333742,,
85,TE,991333743,,
85,TE,991312967,,
92,DL,991333744,,
34,DB,991383602,,
34,DB,991312968,,
17,QB,991333745,,
17,QB,991312969,,
90,DL,991312970,,
90,DL,991333746,,
74,OL,991333747,,
74,OL,991312971,,
99,DL,991312972,,
99,DL,991333748,,
23,LB,991333749,,
23,LB,991312973,,
5,WR,991312974,,
5,WR,991333750,,
26,RB,991370237,,
83,TE,991333751,,
83,TE,991312975,,
17,QB,991400684,,
8,DB,991312976,,
8,DB,991333752,,
51,DL,991333753,,
51,DL,991312977,,
48,LB,991397905,,
48,LB,991312978,,
25,RB,991333754,,
25,RB,991312979,,
32,LB,991333755,,
32,LB,991312980,,
96,DL,991333756,,
92,DL,991312981,,
65,OL,991312982,,
65,OL,991333757,,
94,DL,991333758,,
94,DL,991312983,,
52,OL,991312984,,
52,OL,991333759,,
98,DL,991312985,,
77,OL,991312986,,
77,OL,991333760,,
25,RB,991338355,,
56,DL,991333761,,
56,DL,991312988,,
14,QB,991312989,,
14,P,991312990,,
14,P,991333762,,
54,LB,991333763,,
54,LB,991312991,,
22,DB,991333764,,
22,DB,991312992,,
10,RB,991312993,,
10,RB,991333765,,
57,DL,991400685,,
73,OL,991397906,,
6,DB,991333766,,
6,DB,991312994,,
2,DB,991312995,,
2,DB,991333767,,
35,DB,991333768,,
35,DB,991312996,,
2,WR,991312997,,
80,WR,991333769,,
19,QB,991312998,,
19,QB,991397907,,
13,DB,991400686,,
13,DB,991312999,,
43,LB,991313000,,
43,LB,991333770,,
53,LB,991324803,,
66,OL,991313001,,
66,OL,991333771,,
93,DL,991393755,,
91,DL,991313002,,
4,WR,991313003,,
4,WR,991361592,,
64,OL,991333772,,
64,OL,991313004,,
27,DB,991313005,,
27,DB,991333773,,
44,LB,991313006,,
81,WR,991333774,,
81,WR,991313007,,
89,WR,991313008,,
89,WR,991333775,,
,DL,991313009,,
47,DB,991313010,,
72,OL,991393756,,
72,OL,991313011,,
1,WR,991313012,,
1,WR,991333776,,
76,OL,991313013,,
76,OL,991333777,,
42,RB,991313014,,
21,DB,991333778,,
21,DB,991313015,,
39,RB,991317083,,
12,TE,991313016,,
12,TE,991333779,,
30,DB,991313017,,
30,DB,991333780,,
61,OL,991366930,,
61,OL,991313018,,
96,DL,991313019,,
75,OL,991313020,,
60,OL,991333781,,
60,OL,991313021,,
45,TE,991313022,,
24,RB,991333782,,
30,RB,991313023,,
80,WR,991313024,,
11,WR,991313025,,
11,WR,991333783,,
84,WR,991313026,,
88,TE,991313027,,
71,OL,991333784,,
71,OL,991313028,,
31,LB,991313029,,
31,LB,991333785,,
55,DL,991333786,,
55,DL,991313030,,
97,DL,991313031,,
97,DL,991333787,,
20,DB,991333788,,
20,DB,991313032,,
40,LB,991400687,,
79,OL,991336212,,
79,OL,991313033,,
39,DB,991313034,,
39,DB,991400688,,
13,WR,991313035,,
73,OL,991313036,,
93,DL,991313037,,
38,DB,991313038,,
38,DB,991343497,,
49,TE,991313039,,
40,DB,991313041,,
25,DB,991313042,,
50,LB,991313043,,
42,DB,991313044,,
82,WR,991313045,,
82,WR,991407155,,
59,LB,991333789,,
59,LB,991313046,,
8,WR,991313047,,
68,OL,991313048,,
46,DB,991313049,,
57,DL,991317084,,
49,LB,991324804,,
47,LS,991301653,,
47,LS,991410229,,
47,LS,991374135,,
13,WR,991333790,,
13,WR,991410230,,
13,WR,991315583,,
23,DB,991301654,,
23,DB,991410231,,
23,DB,991344020,,
52,LB,991410232,,
52,LB,991301655,,
52,LB,991333791,,
48,LB,991410233,,
48,LB,991301656,,
48,LB,991333792,,
6,LB,991301657,,
6,LB,991410234,,
6,LB,991333793,,
66,OL,991410235,,
66,OL,991358292,,
4,QB,991301658,,
41,LS,991333794,,
31,DB,991393754,,
35,DB,991407152,,
72,OL,991358293,,
72,OL,991315584,,
3,DB,991333795,,
3,DB,991410236,,
3,DB,991301659,,
26,DB,991301660,,
26,DB,991410237,,
26,DB,991333796,,
31,RB,991301661,,
91,DL,991301662,,
91,DL,991410238,,
91,DL,991333797,,
89,TE,991333798,,
89,TE,991410239,,
89,TE,991301663,,
16,P,991301664,,
16,P,991410240,,
16,P,991333799,,
83,TE,991333800,,
83,TE,991410241,,
83,TE,991301665,,
75,OL,991333801,,
75,OL,991410242,,
75,OL,991301666,,
78,OL,991333802,,
78,OL,991410243,,
78,OL,991301667,,
79,OL,991333803,,
79,OL,991410244,,
79,OL,991301668,,
53,LB,991410245,,
53,LB,991328166,,
53,LB,991333804,,
10,QB,991301669,,
10,QB,991410246,,
10,QB,991333805,,
88,WR,991301670,,
22,RB,991333806,,
32,DB,991301671,,
43,LB,991410247,,
43,LB,991301672,,
43,LB,991333808,,
73,OL,991333809,,
73,OL,991301673,,
73,OL,991410248,,
37,DB,991320825,,
90,DL,991333810,,
90,DL,991410249,,
90,DL,991301674,,
5,QB,991333811,,
5,QB,991410250,,
5,QB,991301675,,
32,RB,991410251,,
34,RB,991301676,,
32,RB,991364390,,
87,WR,991301677,,
70,OL,991301678,,
24,DB,991410252,,
24,DB,991301679,,
24,DB,991333812,,
96,DL,991301680,,
98,LB,991410253,,
98,LB,991339152,,
2,DB,991333814,,
2,DB,991410254,,
2,DB,991301681,,
67,OL,991333815,,
7,QB,991407153,,
7,QB,991301682,,
28,RB,991333816,,
28,RB,991301683,,
28,RB,991410255,,
64,OL,991336076,,
64,OL,991410256,,
77,OL,991333817,,
77,OL,991410257,,
77,OL,991301684,,
68,OL,991301685,,
68,OL,991410258,,
68,OL,991333818,,
93,DL,991333819,,
93,DL,991410259,,
93,DL,991301686,,
74,OL,991333820,,
74,OL,991410260,,
11,K,991410261,,
11,K,991301687,,
11,K,991333821,,
36,DB,991301688,,
33,DB,991301689,,
33,DB,991410262,,
33,DB,991374137,,
56,LB,991344021,,
56,LB,991301690,,
98,DL,991301691,,
42,TE,991301692,,
42,TE,991410263,,
42,TE,991333823,,
45,LB,991333824,,
45,LB,991410264,,
45,LB,991301693,,
12,WR,991333825,,
12,WR,991410265,,
12,WR,991301694,,
1,WR,991410266,,
1,WR,991301695,,
1,WR,991333826,,
0,LB,991333827,,
0,LB,991301696,,
0,LB,991410267,,
60,DL,991315585,,
50,LB,991301697,,
44,RB,991301698,,
44,RB,991410268,,
44,RB,991333829,,
40,DB,991410269,,
40,DB,991301699,,
40,DB,991333830,,
41,DB,991320826,,
76,OL,991301700,,
76,OL,991333831,,
25,LB,991301701,,
30,RB,991301702,,
30,RB,991410270,,
30,RB,991351331,,
15,WR,991333832,,
15,WR,991410271,,
15,WR,991301703,,
82,WR,991301704,,
61,OL,991301705,,
29,DB,991301706,,
29,DB,991410272,,
29,DB,991333833,,
92,DL,991333834,,
92,DL,991410273,,
92,DL,991301707,,
20,DB,991333835,,
20,DB,991301708,,
20,DB,991410274,,
49,TE,991315586,,
27,WR,991301710,,
39,WR,991301711,,
57,LB,991301712,,
38,LB,991301713,,
38,LB,991347753,,
86,TE,991333836,,
86,TE,991301714,,
86,TE,991410275,,
9,WR,991333837,,
9,WR,991410276,,
9,WR,991301715,,
8,RB,991333838,,
8,RB,991301716,,
8,RB,991410277,,
84,WR,991333839,,
84,WR,991301717,,
35,RB,991301718,,
54,LB,991333840,,
54,LB,991301719,,
54,LB,991410278,,
37,DB,991410279,,
27,DB,991333841,,
27,DB,991410280,,
27,DB,991301720,,
99,DL,991333842,,
99,DL,991410281,,
99,DL,991301721,,
71,OL,991301722,,
71,OL,991397900,,
49,TE,991301723,,
31,DB,991301724,,
97,LB,991301725,,
37,WR,991301726,,
46,DB,991301727,,
46,DB,991333843,,
94,DL,991301728,,
69,DL,991301729,,
59,LB,991301730,,
62,OL,991301731,,
35,DB,991301732,,
63,OL,991301733,,
41,TE,991301734,,
37,DB,991301735,,
49,DB,991301736,,
39,DB,991301737,,
65,OL,991301738,,
58,LB,991301739,,
58,LB,991410282,,
58,LB,991333844,,
34,RB,991369229,,
81,WR,991337565,,
81,WR,991410283,,
38,WR,991301740,,
74,OL,991301741,,
9,QB,991311334,,
9,QB,991338382,,
9,QB,991408632,,
44,LS,991408633,,
44,LS,991373734,,
68,OL,991338383,,
68,OL,991408634,,
68,OL,991311335,,
11,QB,991311336,,
11,QB,991408635,,
11,QB,991338384,,
17,WR,991338385,,
17,WR,991408636,,
17,WR,991311337,,
72,OL,991311338,,
72,OL,991408637,,
72,OL,991338386,,
79,OL,991338387,,
79,OL,991311339,,
38,TE,991343498,,
38,TE,991408638,,
89,TE,991408639,,
89,TE,991338388,,
89,TE,991311340,,
4,DB,991311341,,
4,DB,991338389,,
4,DB,991408640,,
95,DL,991408641,,
95,DL,991338390,,
95,DL,991311342,,
65,OL,991311343,,
65,OL,991338391,,
65,OL,991408642,,
31,DB,991408643,,
31,DB,991338392,,
31,DB,991311344,,
51,LB,991311345,,
51,LB,991338393,,
51,LB,991408644,,
57,OL,991326745,,
84,TE,991311346,,
84,TE,991408645,,
84,TE,991338394,,
52,DL,991338395,,
,DL,991413354,,
52,DL,991311347,,
3,DB,991311348,,
3,DB,991408646,,
3,DB,991338396,,
27,DB,991311349,,
69,OL,991311350,,
69,OL,991338397,,
69,OL,991408647,,
20,RB,991408648,,
20,RB,991361394,,
20,RB,991311351,,
5,WR,991311352,,
5,WR,991338398,,
5,WR,991408649,,
40,LB,991311353,,
77,OL,991311354,,
77,OL,991408650,,
77,OL,991338399,,
93,DL,991406747,,
93,DL,991311355,,
23,RB,991311356,,
23,RB,991338400,,
23,RB,991408651,,
10,WR,991311357,,
1,DB,991311358,,
21,DB,991408652,,
21,DB,991337893,,
25,DB,991338752,,
25,DB,991408653,,
53,LB,991408654,,
53,LB,991338401,,
53,LB,991311359,,
14,DB,991311360,,
14,DB,991338402,,
14,DB,991408655,,
37,DB,991408656,,
37,DB,991338403,,
37,DB,991311361,,
61,OL,991311362,,
61,OL,991403451,,
24,DB,991311363,,
96,LB,991311364,,
25,DB,991311365,,
1,DB,991338404,,
1,DB,991408657,,
22,RB,991408658,,
22,RB,991338405,,
22,RB,991311366,,
8,LB,991311367,,
8,LB,991338406,,
8,LB,991408659,,
87,TE,991408660,,
87,TE,991338407,,
87,TE,991311368,,
73,OL,991311369,,
73,OL,991338408,,
73,OL,991408661,,
12,WR,991408662,,
12,WR,991338409,,
12,WR,991311370,,
71,OL,991311371,,
71,OL,991338410,,
71,OL,991408663,,
0,LB,991408664,,
0,LB,991338411,,
0,LB,991311372,,
6,LB,991311373,,
6,LB,991338412,,
6,LB,991408665,,
13,QB,991408666,,
13,QB,991338413,,
13,QB,991311374,,
47,LS,991311375,,
47,LS,991338414,,
94,DL,991338415,,
94,DL,991408667,,
94,DL,991311376,,
91,DL,991311377,,
91,DL,991408668,,
91,DL,991338416,,
42,P,991338417,,
42,P,991408669,,
42,P,991311378,,
54,OL,991326746,,
34,DB,991311379,,
34,DB,991408670,,
34,DB,991382056,,
19,WR,991338418,,
19,WR,991408671,,
19,WR,991311380,,
4,QB,991311381,,
35,RB,991311382,,
27,RB,991408672,,
27,RB,991338419,,
15,WR,991338420,,
15,WR,991408673,,
15,WR,991311383,,
6,WR,991311384,,
26,DB,991311385,,
26,DB,991408674,,
26,DB,991338421,,
32,RB,991311386,,
92,K,991373735,,
92,K,991408675,,
16,K,991311387,,
30,DB,991311388,,
30,DB,991408676,,
30,DB,991338424,,
44,LB,991311389,,
88,WR,991311390,,
88,WR,991338425,,
88,WR,991408677,,
55,DL,991408678,,
55,DL,991338426,,
55,DL,991311391,,
90,DL,991311392,,
90,DL,991338427,,
90,DL,991408679,,
70,OL,991311393,,
50,OL,991311394,,
50,OL,991408680,,
50,OL,991338428,,
63,OL,991311395,,
49,TE,991301709,,
48,LB,991311396,,
48,LB,991338429,,
48,LB,991408681,,
67,OL,991408682,,
67,OL,991338430,,
67,OL,991311397,,
2,DB,991311398,,
2,DB,991338431,,
2,DB,991408683,,
33,DB,991311399,,
21,DB,991311400,,
58,LB,991311401,,
24,LB,991412726,,
24,LB,991357718,,
18,TE,991338432,,
18,TE,991408684,,
18,TE,991311402,,
54,LB,991311403,,
41,LB,991311404,,
10,LB,991408685,,
10,LB,991338433,,
57,DL,991338434,,
57,DL,991408686,,
57,DL,991311405,,
56,LB,991311406,,
56,LB,991338435,,
62,OL,991311407,,
82,WR,991311408,,
98,DL,991311409,,
59,LB,991311410,,
60,OL,991311411,,
66,OL,991311412,,
45,LB,991311413,,
81,WR,991311414,,
81,WR,991382057,,
43,DB,991311415,,
36,RB,991311416,,
64,OL,991311417,,
86,WR,991311418,,
39,DB,991311419,,
97,DL,991311420,,
83,TE,991311421,,
46,TE,991311422,,
92,DL,991311423,,
7,QB,991335888,,
7,QB,991305782,,
13,WR,991305783,,
13,WR,991402908,,
17,WR,991338727,,
31,RB,991335889,,
31,RB,991305784,,
54,LB,991305785,,
52,LB,991305786,,
52,LB,991335890,,
33,LB,991335891,,
33,DB,991305787,,
69,DL,991305788,,
69,DL,991335892,,
74,OL,991335893,,
74,OL,991305789,,
48,DB,991319948,,
28,DB,991335894,,
65,OL,991335895,,
65,OL,991305790,,
80,TE,991305791,,
80,TE,991335896,,
8,K,991335897,,
8,K,991305792,,
32,DB,991305793,,
32,DB,991371706,,
16,WR,991305794,,
57,LB,991305795,,
45,LB,991305796,,
45,LB,991335900,,
98,DL,991335901,,
98,DL,991305797,,
81,WR,991305798,,
81,WR,991335902,,
50,LS,991335903,,
50,LS,991305799,,
6,P,991305800,,
6,P,991335904,,
17,WR,991305801,,
15,WR,991319949,,
86,TE,991305802,,
86,TE,991351328,,
11,DB,991335905,,
11,DB,991305803,,
30,DB,991305804,,
30,DB,991335906,,
95,DL,991305805,,
15,QB,991335908,,
3,RB,991335909,,
3,RB,991305806,,
83,WR,991305807,,
19,WR,991389726,,
48,LB,991378450,,
22,DB,991335910,,
22,DB,991305809,,
49,DL,991305810,,
49,DL,991335911,,
70,OL,991335912,,
51,DL,991335913,,
51,DL,991305811,,
59,LB,991343076,,
61,OL,991335914,,
61,OL,991305812,,
87,TE,991305813,,
87,TE,991335915,,
28,RB,991305814,,
93,DL,991305815,,
66,OL,991305816,,
66,OL,991335916,,
40,DB,991305817,,
77,OL,991305818,,
47,DL,991305819,,
99,DL,991335917,,
27,DB,991305820,,
27,DB,991335918,,
20,DB,991335919,,
20,DB,991305821,,
9,DL,991305822,,
9,DL,991335920,,
99,DL,991305823,,
1,WR,991305824,,
1,WR,991335921,,
36,DB,991335922,,
36,DB,991305825,,
88,WR,991305826,,
88,WR,991335923,,
12,QB,991381562,,
12,QB,991305827,,
75,DL,991305828,,
29,DB,991305829,,
78,OL,991305830,,
78,OL,991407156,,
93,DL,991351322,,
56,OL,991378451,,
56,OL,991305831,,
4,WR,991305832,,
4,WR,991361591,,
89,TE,991335925,,
89,TE,991305833,,
58,OL,991305834,,
58,OL,991335926,,
35,RB,991402909,,
35,RB,991305835,,
23,RB,991305836,,
23,RB,991335927,,
72,OL,991305837,,
25,DB,991305838,,
25,DB,991335928,,
54,LB,991335929,,
44,LB,991335930,,
44,LB,991305839,,
71,OL,991305840,,
71,OL,991335931,,
43,LB,991305841,,
37,DB,991305842,,
96,DL,991305843,,
96,DL,991335932,,
34,DB,991305844,,
53,LB,991305845,,
29,DB,991392524,,
67,OL,991335933,,
67,OL,991305846,,
90,DL,991305847,,
84,TE,991305848,,
2,RB,991305849,,
2,RB,991335934,,
18,WR,991335935,,
18,WR,991305850,,
26,DB,991305851,,
26,DB,991335936,,
10,WR,991335937,,
10,WR,991305852,,
55,LB,991305853,,
55,LB,991335938,,
97,DL,991335939,,
97,DL,991305854,,
59,DL,991305855,,
92,DL,991305856,,
92,DL,991335940,,
76,OL,991335941,,
76,OL,991305857,,
60,OL,991305858,,
60,OL,991335942,,
5,QB,991305859,,
46,TE,991305860,,
46,TE,991351329,,
19,WR,991305861,,
42,LB,991305862,,
38,DB,991305863,,
70,OL,991305864,,
64,OL,991305865,,
39,DB,991305866,,
68,DL,991305867,,
41,DB,991305868,,
41,DB,991347750,,
73,DL,991305869,,
79,OL,991305870,,
91,DL,991305871,,
91,DL,991402910,,
85,WR,991305872,,
49,LS,991334976,,
67,LS,991314979,,
83,TE,991327813,,
83,TE,991334977,,
70,OL,991334978,,
62,OL,991314980,,
8,LB,991327814,,
10,WR,991314981,,
10,WR,991334980,,
38,DB,991314982,,
26,DB,991334981,,
64,OL,991334982,,
64,OL,991314983,,
85,TE,991314984,,
29,DB,991314985,,
29,DB,991334983,,
2,LB,991334984,,
2,LB,991314986,,
78,OL,991314987,,
78,OL,991334985,,
19,WR,991354887,,
38,DB,991343068,,
26,DB,991314988,,
7,K,991314989,,
92,DL,991314990,,
92,DL,991334986,,
16,RB,991319039,,
22,DB,991314991,,
22,DB,991334987,,
34,RB,991334988,,
98,DL,991314992,,
30,RB,991314993,,
30,RB,991334989,,
8,RB,991314994,,
14,DB,991314995,,
41,DB,991362004,,
63,OL,991319040,,
16,P,991314996,,
16,P,991334990,,
56,LB,991358295,,
56,LB,991314997,,
11,LB,991314998,,
25,LB,991334991,,
43,TE,991314999,,
1,QB,991315000,,
1,QB,991334992,,
18,WR,991334993,,
18,WR,991315001,,
86,WR,991315002,,
95,DL,991315003,,
95,DL,991334994,,
21,DB,991334995,,
21,DB,991315004,,
73,OL,991315005,,
73,OL,991334996,,
40,LB,991334997,,
40,LB,991315006,,
20,LB,991315007,,
20,LB,991334998,,
24,DB,991357717,,
47,DB,991327815,,
55,OL,991315008,,
55,OL,991334999,,
0,QB,991335000,,
0,QB,991315009,,
82,WR,991315010,,
82,WR,991335001,,
17,WR,991335002,,
17,WR,991315011,,
15,LB,991315012,,
79,OL,991315013,,
79,OL,991335004,,
3,LB,991335005,,
3,LB,991315014,,
76,OL,991315015,,
47,K,991335006,,
9,DB,991335007,,
9,DB,991315016,,
51,LB,991385587,,
71,OL,991335008,,
71,OL,991315017,,
81,WR,991315018,,
81,WR,991397910,,
85,TE,991365684,,
84,WR,991315019,,
69,OL,991343069,,
41,LB,991315020,,
91,DL,991315021,,
91,DL,991335009,,
23,DB,991335010,,
23,DB,991315022,,
53,LB,991315023,,
53,LB,991335011,,
49,P,991315024,,
48,RB,991319041,,
80,TE,991315025,,
97,DL,991315026,,
75,OL,991315027,,
50,DL,991373307,,
77,OL,991315028,,
28,RB,991315029,,
28,RB,991335013,,
24,DB,991315030,,
32,DB,991335014,,
66,OL,991315031,,
89,TE,991315032,,
89,TE,991335015,,
57,LB,991315033,,
63,OL,991327816,,
27,DB,991315034,,
27,DB,991335016,,
5,RB,991335017,,
5,RB,991315035,,
44,LB,991315036,,
44,LB,991335018,,
52,OL,991335019,,
52,OL,991315037,,
6,WR,991315038,,
6,WR,991335020,,
32,DB,991315039,,
37,DB,991315040,,
46,DB,991358296,,
50,LB,991315041,,
7,WR,991315042,,
84,WR,991335021,,
70,OL,991315043,,
36,DB,991315044,,
36,DB,991335022,,
59,LB,991402494,,
59,LB,991315045,,
87,TE,991315046,,
34,DB,991315047,,
43,DB,991344851,,
42,LB,991315048,,
60,OL,991315049,,
60,OL,991402495,,
32,RB,991406748,,
19,WR,991315050,,
31,RB,991315051,,
31,RB,991335023,,
72,OL,991335024,,
72,OL,991315052,,
94,DL,991315053,,
94,DL,991335025,,
90,DL,991335026,,
90,DL,991315054,,
14,QB,991315055,,
14,QB,991335027,,
45,DB,991315056,,
25,DB,991315057,,
11,DB,991335028,,
51,LB,991315058,,
42,LB,991379540,,
33,DB,991335029,,
33,DB,991315059,,
93,DL,991315060,,
93,DL,991335030,,
15,QB,991406749,,
38,DB,991397911,,
46,DB,991315061,,
35,DB,991315062,,
48,WR,991315063,,
88,WR,991315064,,
68,OL,991315065,,
68,OL,991402496,,
65,OL,991315066,,
96,DL,991315067,,
22,DB,991340618,,
22,DB,991309943,,
42,LS,991309944,,
42,LS,991340620,,
11,QB,991340621,,
78,OL,991340622,,
78,OL,991309945,,
98,DL,991309946,,
97,DL,991340623,,
45,TE,991309947,,
30,RB,991309948,,
30,RB,991354888,,
93,DL,991340624,,
93,DL,991309949,,
23,DB,991343499,,
33,RB,991340625,,
33,RB,991309950,,
55,LB,991309951,,
55,LB,991340626,,
75,OL,991340627,,
75,OL,991309952,,
37,DB,991309954,,
37,DB,991340628,,
5,QB,991385918,,
87,TE,991340629,,
87,TE,991309955,,
7,DB,991309956,,
7,DB,991340630,,
84,TE,991340631,,
84,TE,991309957,,
11,QB,991309958,,
